student_id,registered_month,registered_day,country,asked_question,engaged_lessons,engaged_quiz,engaged_exams,total_minutes_watched,average_rating_given,rating_count,quizzes_taken,quiz_questions_answered,correct_quiz_answers,subscribed
259726,1,8,TN,0,0,0,0,0,4.75,0,0,0,0,0
291847,9,23,DE,0,0,0,0,0,4.75,0,0,0,0,0
260341,1,14,OM,0,0,0,0,0,4.75,0,0,0,0,0
260589,1,15,TN,0,0,0,0,0,4.75,0,0,0,0,0
261470,1,24,NG,0,0,0,0,0,4.75,0,0,0,0,0
262221,2,1,IN,0,1,0,0,0.1,4.75,0,0,0,0,1
262301,2,2,US,0,0,0,0,0,4.75,0,0,0,0,0
262611,2,4,RO,0,1,0,0,1,4.75,0,0,0,0,0
295225,10,18,IT,0,0,0,0,0,4.75,0,0,0,0,0
295213,10,18,PK,0,0,0,0,0,4.75,0,0,0,0,0
262737,2,5,TN,0,1,0,0,0.5,4.75,0,0,0,0,0
263888,2,16,US,0,0,0,0,0,4.75,0,23,27,27,1
264083,2,18,NG,0,0,0,0,0,4.75,0,2,2,2,0
264232,2,19,EG,0,0,0,0,0,4.75,0,0,0,0,0
264534,2,22,GB,0,0,0,0,0,4.75,0,0,0,0,0
266194,3,7,US,0,0,0,0,0,4.75,0,0,0,0,0
266259,3,7,US,0,0,0,0,0,4.75,0,0,0,0,0
266175,3,7,KE,0,0,0,0,0,4.75,0,0,0,0,0
266328,3,8,CA,0,0,0,0,0,4.75,0,0,0,0,0
266868,3,11,IN,0,0,0,0,0,4.75,0,0,0,0,0
268027,3,19,CA,0,1,0,0,25.5,4.75,0,0,0,0,0
271876,4,25,MX,0,0,0,0,0,4.75,0,0,0,0,0
272265,4,28,US,0,0,0,0,0,4.75,0,0,0,0,0
273971,5,14,PA,0,0,0,0,0,4.75,0,7,10,10,0
274940,5,24,AE,0,1,1,1,96,4.75,0,14,24,23,1
278423,6,19,GB,0,0,0,0,0,4.75,0,0,0,0,0
278381,6,19,IN,0,0,0,0,0,4.75,0,0,0,0,0
281623,7,15,GB,0,0,0,0,0,4.75,0,0,0,0,0
282194,7,20,US,0,0,0,0,0,4.75,0,0,0,0,0
282957,7,29,VN,0,0,0,0,0,4.75,0,0,0,0,0
285151,8,12,HU,0,0,0,0,0,4.75,0,5,8,8,0
285036,8,12,ID,0,1,0,1,0.5,4.75,0,0,0,0,0
286782,8,17,EG,0,0,0,0,0,4.75,0,3,6,6,0
287146,8,18,US,0,0,0,0,0,4.75,0,0,0,0,0
288405,8,28,SA,0,0,0,0,0,4.75,0,0,0,0,0
288641,8,30,US,0,0,0,0,0,4.75,0,0,0,0,0
288949,8,31,US,0,0,0,0,0,4.75,0,0,0,0,0
288808,8,31,KR,0,1,1,0,93.8,4.75,0,2,2,2,1
289144,9,2,ES,0,0,0,0,0,4.75,0,0,0,0,0
259115,1,3,NG,0,0,0,0,0,4.75,0,0,0,0,0
290932,9,16,IN,1,0,0,0,0,4.75,0,0,0,0,0
291472,9,20,DE,0,0,0,0,0,4.75,0,0,0,0,0
291929,9,24,VN,0,0,0,0,0,4.75,0,0,0,0,0
292755,9,30,GB,0,0,0,0,0,4.75,0,0,0,0,0
261645,1,26,PH,0,1,0,0,6.4,4.75,0,5,8,8,0
294304,10,11,IN,0,0,0,0,0,4.75,0,0,0,0,0
265690,3,2,EG,0,0,0,0,0,4.75,0,0,0,0,0
267107,3,13,IN,0,0,0,0,0,4.75,0,0,0,0,0
267278,3,14,DK,0,0,0,0,0,4.75,0,0,0,0,0
268876,3,29,SG,0,1,1,0,3.6,4.75,0,1,1,0,1
270751,4,14,TT,0,0,0,0,0,4.75,0,0,0,0,0
271159,4,18,IE,0,0,0,0,0,4.75,0,0,0,0,0
273882,5,14,ID,0,0,1,0,0.3,4.75,0,0,0,0,0
274883,5,24,ID,0,0,0,0,0,4.75,0,0,0,0,0
274905,5,24,IN,0,0,0,0,0,4.75,0,0,0,0,0
277926,6,15,EG,0,0,0,0,0,4.75,0,0,0,0,0
278020,6,16,IT,0,0,0,0,0,4.75,0,0,0,0,0
278507,6,19,DE,0,0,0,0,0,4.75,0,0,0,0,0
278884,6,22,IN,0,1,1,0,32.1,4.75,0,3,5,5,0
279028,6,23,US,0,0,0,0,0,4.75,0,7,10,10,0
279596,6,28,IN,0,0,0,0,0,4.75,0,0,0,0,0
281324,7,12,AU,0,1,0,0,19.6,4.75,0,0,0,0,1
284506,8,9,IN,0,0,0,0,0,4.75,0,0,0,0,0
285706,8,15,EG,0,0,0,0,0,4.75,0,0,0,0,0
286483,8,16,ZM,0,0,0,0,0,4.75,0,0,0,0,0
288666,8,30,AE,0,0,0,0,0,4.75,0,0,0,0,0
288776,8,30,CA,0,0,0,0,0,4.75,0,0,0,0,0
292146,9,26,EG,0,0,0,0,0,4.75,0,0,0,0,0
260471,1,14,CA,0,0,0,0,0,4.75,0,0,0,0,0
293123,10,3,GB,0,0,0,0,0,4.75,0,0,0,0,0
293676,10,7,DE,0,0,0,0,0,4.75,0,0,0,0,0
263316,2,11,VN,0,0,0,0,0,4.75,0,0,0,0,0
266208,3,7,NG,0,0,0,0,0,4.75,0,0,0,0,0
267456,3,15,MK,0,0,0,0,0,4.75,0,0,0,0,0
268371,3,23,US,0,0,0,0,0,4.75,0,0,0,0,0
274915,5,24,ZW,0,0,0,0,0,4.75,0,0,0,0,0
275779,6,1,US,0,0,0,0,0,4.75,0,0,0,0,0
275819,6,2,IN,0,0,0,0,0,4.75,0,0,0,0,0
278131,6,17,ZW,0,0,0,0,0,4.75,0,0,0,0,0
280591,7,6,CA,0,0,0,0,0,4.75,0,0,0,0,0
280521,7,6,GB,0,0,0,0,0,4.75,0,1,1,1,0
282268,7,21,JP,0,0,0,0,0,4.75,0,0,0,0,0
282676,7,26,UZ,0,0,0,0,0,4.75,0,0,0,0,0
282631,7,26,SA,0,0,0,0,0,4.75,0,0,0,0,0
282961,7,29,VN,0,0,0,0,0,4.75,0,0,0,0,0
284519,8,9,IN,0,0,0,0,0,4.75,0,0,0,0,0
286675,8,16,NG,0,0,0,0,0,4.75,0,7,10,10,0
286922,8,17,EG,0,1,1,0,9.4,4.75,0,1,2,2,0
287757,8,23,IN,0,0,0,0,0,4.75,0,0,0,0,0
288068,8,25,GB,0,0,0,0,0,4.75,0,0,0,0,0
288229,8,26,GB,0,0,0,0,0,4.75,0,0,0,0,0
289047,9,1,UZ,1,1,1,1,1370.5,5,2,69,100,95,1
289593,9,6,MY,0,0,0,0,0,4.75,0,0,0,0,0
290329,9,12,US,0,0,0,0,0,4.75,0,0,0,0,0
290528,9,13,US,0,0,0,0,0,4.75,0,0,0,0,0
258897,1,1,AR,0,1,0,0,0.1,4.75,0,0,0,0,0
292080,9,26,IN,0,0,0,0,0,4.75,0,0,0,0,0
293323,10,5,IN,0,0,0,0,0,4.75,0,1,4,4,0
294613,10,13,SA,0,0,0,0,0,4.75,0,0,0,0,0
262240,2,1,IN,0,0,0,0,0,4.75,0,0,0,0,0
262539,2,3,MX,0,0,0,0,0,4.75,0,2,3,3,0
295233,10,18,US,0,0,0,0,0,4.75,0,0,0,0,0
262915,2,7,GB,0,0,0,0,0,4.75,0,0,0,0,0
263075,2,8,IN,0,0,0,0,0,4.75,0,0,0,0,0
264570,2,22,IN,0,0,0,0,0,4.75,0,0,0,0,0
266422,3,8,IN,0,0,0,0,0,4.75,0,0,0,0,0
266367,3,8,MG,0,0,0,0,0,4.75,0,2,2,2,0
266996,3,12,BR,0,0,0,0,0,4.75,0,0,0,0,0
270075,4,8,AE,1,1,1,1,2583.9,3.67,3,72,95,89,1
271011,4,16,SA,0,0,0,0,0,4.75,0,0,0,0,0
271767,4,24,GB,0,0,0,0,0,4.75,0,0,0,0,0
272108,4,27,BJ,0,0,0,0,0,4.75,0,0,0,0,0
273139,5,7,CA,0,0,0,0,0,4.75,0,0,0,0,0
273844,5,13,GB,0,0,0,0,0,4.75,0,0,0,0,0
274004,5,15,TR,0,1,0,0,0.1,4.75,0,0,0,0,0
274076,5,16,ID,0,0,0,0,0,4.75,0,0,0,0,0
274469,5,19,MA,0,0,0,0,0,4.75,0,1,1,1,0
274685,5,22,TR,0,0,0,0,0,4.75,0,0,0,0,0
275746,6,1,IN,0,0,0,0,0,4.75,0,0,0,0,0
277140,6,9,EG,0,0,0,0,0,4.75,0,0,0,0,0
278437,6,19,BD,0,0,0,0,0,4.75,0,0,0,0,0
278706,6,20,UZ,0,0,0,0,0,4.75,0,0,0,0,0
279072,6,24,IN,0,0,0,0,0,4.75,0,0,0,0,0
279421,6,27,NL,0,0,0,0,0,4.75,0,0,0,0,0
279683,6,29,PT,0,0,0,0,0,4.75,0,0,0,0,0
280530,7,6,US,0,0,0,0,0,4.75,0,0,0,0,0
281533,7,14,IN,0,0,0,0,0,4.75,0,0,0,0,0
284262,8,7,DK,0,1,0,0,15.4,4.75,0,1,1,1,0
284476,8,8,DE,0,0,0,0,0,4.75,0,0,0,0,0
290801,9,15,DE,0,0,0,0,0,4.75,0,0,0,0,0
290949,9,16,MM,0,0,0,0,0,4.75,0,0,0,0,0
260174,1,12,HT,0,0,0,0,0,4.75,0,0,0,0,0
292454,9,28,CA,0,1,1,0,13.9,4.75,0,5,8,7,0
292759,9,30,PH,0,0,0,0,0,4.75,0,0,0,0,0
292902,10,2,GB,0,0,0,0,0,4.75,0,0,0,0,0
261596,1,25,EG,0,0,0,0,0,4.75,0,0,0,0,0
294589,10,13,BG,0,0,0,0,0,4.75,0,0,0,0,0
262496,2,3,KR,0,0,0,0,0,4.75,0,0,0,0,0
263914,2,17,US,0,0,0,0,0,4.75,0,0,0,0,0
263952,2,17,EG,0,0,0,0,0,4.75,0,0,0,0,0
266341,3,8,US,0,0,0,0,0,4.75,0,0,0,0,0
269893,4,7,JO,0,0,0,0,0,4.75,0,0,0,0,0
270840,4,15,PE,0,0,0,0,0,4.75,0,0,0,0,0
271602,4,22,BD,0,0,0,0,0,4.75,0,0,0,0,0
272163,4,27,EG,0,1,1,0,0.8,4.75,0,1,1,1,0
272919,5,5,IN,0,0,0,0,0,4.75,0,0,0,0,0
274260,5,17,NG,0,0,0,0,0,4.75,0,0,0,0,0
275557,5,31,US,0,0,0,0,0,4.75,0,0,0,0,0
278368,6,19,ZW,0,0,0,0,0,4.75,0,1,1,0,0
278428,6,19,SG,0,0,0,0,0,4.75,0,0,0,0,0
279288,6,26,ID,0,0,0,0,0,4.75,0,0,0,0,0
279447,6,27,IN,0,0,0,0,0,4.75,0,2,2,2,0
280716,7,8,BR,0,0,0,0,0,4.75,0,0,0,0,0
282319,7,22,AU,0,0,0,0,0,4.75,0,0,0,0,0
283873,8,4,DZ,0,1,1,0,22.2,4.75,0,2,2,2,0
283889,8,4,IN,0,1,1,1,243.3,4.75,0,28,39,30,1
287493,8,21,EG,0,0,0,0,0,4.75,0,0,0,0,0
287741,8,23,GB,0,0,0,0,0,4.75,0,0,0,0,0
288991,9,1,NG,0,0,0,0,0,4.75,0,0,0,0,0
289074,9,1,NG,0,0,0,0,0,4.75,0,0,0,0,0
290852,9,15,IN,0,0,0,0,0,4.75,0,0,0,0,0
291425,9,20,JP,0,1,1,1,1430.7,5,3,68,96,92,1
291972,9,24,EG,0,0,0,0,0,4.75,0,0,0,0,0
293160,10,3,GB,0,0,0,0,0,4.75,0,0,0,0,0
261213,1,22,GH,0,0,0,0,0,4.75,0,0,0,0,0
294673,10,14,NG,0,0,0,0,0,4.75,0,0,0,0,0
263785,2,15,EG,0,0,0,0,0,4.75,0,1,1,1,0
263990,2,17,PY,0,0,0,0,0,4.75,0,0,0,0,0
265585,3,2,US,0,0,0,0,0,4.75,0,2,4,3,0
265683,3,2,ID,0,0,0,0,0,4.75,0,0,0,0,0
268355,3,23,US,0,0,0,0,0,4.75,0,6,9,7,0
268977,3,30,BR,0,1,0,0,0.7,4.75,0,0,0,0,0
269789,4,6,ID,0,0,0,0,0,4.75,0,2,2,2,0
271788,4,24,PL,0,1,1,0,7.6,4.75,0,2,2,2,0
271880,4,25,GB,0,0,0,0,0,4.75,0,0,0,0,0
273557,5,11,KE,0,1,1,0,18.5,4.75,0,1,1,1,0
274128,5,16,JO,0,0,0,0,0,4.75,0,0,0,0,0
276205,6,2,EG,0,0,0,0,0,4.75,0,0,0,0,0
280697,7,7,NL,0,1,0,0,0.7,4.75,0,1,1,0,0
280831,7,8,UA,0,0,0,0,0,4.75,0,0,0,0,0
281478,7,14,GR,0,0,0,0,0,4.75,0,0,0,0,0
282298,7,22,DE,0,1,0,0,43.9,4.75,0,0,0,0,0
283680,8,3,PT,0,0,0,0,0,4.75,0,0,0,0,0
285965,8,15,TN,0,0,0,0,0,4.75,0,0,0,0,0
287358,8,20,RO,0,0,0,0,0,4.75,0,0,0,0,0
287930,8,24,QA,0,0,0,0,0,4.75,0,0,0,0,0
288471,8,28,GB,0,0,0,0,0,4.75,0,0,0,0,0
258969,1,2,US,0,0,0,0,0,4.75,0,0,0,0,0
290857,9,15,BG,0,0,0,0,0,4.75,0,0,0,0,0
290996,9,16,GB,0,0,0,0,0,4.75,0,0,0,0,0
259751,1,8,PL,0,0,0,0,0,4.75,0,0,0,0,0
292011,9,25,IN,0,0,0,0,0,4.75,0,0,0,0,0
260803,1,17,US,0,0,0,0,0,4.75,0,0,0,0,0
292633,9,30,US,0,0,0,0,0,4.75,0,0,0,0,0
293301,10,4,PK,0,0,0,0,0,4.75,0,5,8,6,0
293777,10,8,US,0,0,0,0,0,4.75,0,0,0,0,0
293987,10,9,GH,0,0,0,0,0,4.75,0,0,0,0,0
294297,10,11,US,0,0,0,0,0,4.75,0,2,2,2,0
263440,2,12,IN,0,0,0,0,0,4.75,0,0,0,0,0
265887,3,4,FR,0,0,0,0,0,4.75,0,0,0,0,0
266408,3,8,BG,0,0,0,0,0,4.75,0,5,8,8,0
267092,3,13,NG,0,1,1,1,43.9,4.75,0,7,10,9,0
267840,3,18,US,0,0,0,0,0,4.75,0,33,52,49,0
268374,3,23,US,0,1,0,1,92.9,4.75,0,0,0,0,1
269435,4,3,PH,0,0,0,0,0,4.75,0,7,10,10,0
269503,4,3,IN,0,0,0,0,0,4.75,0,0,0,0,0
270383,4,10,US,0,0,0,0,0,4.75,0,6,9,9,0
271099,4,17,PK,0,0,0,0,0,4.75,0,0,0,0,0
272178,4,27,US,0,0,0,0,0,4.75,0,0,0,0,0
272428,4,30,ZA,0,0,0,0,0,4.75,0,0,0,0,0
272785,5,4,IN,0,0,0,0,0,4.75,0,0,0,0,0
273449,5,10,BD,0,1,0,0,0.6,4.75,0,0,0,0,0
274376,5,18,EG,0,0,0,0,0,4.75,0,0,0,0,0
274665,5,21,KW,0,0,0,0,0,4.75,0,0,0,0,0
274922,5,24,FR,0,0,0,0,0,4.75,0,4,12,9,0
275932,6,2,EG,0,0,0,0,0,4.75,0,0,0,0,0
276798,6,6,NG,0,0,0,0,0,4.75,0,0,0,0,0
278327,6,18,IN,0,0,0,0,0,4.75,0,0,0,0,0
279713,6,29,MA,0,0,0,0,0,4.75,0,0,0,0,0
280146,7,3,US,0,0,0,0,0,4.75,0,0,0,0,0
284172,8,6,SD,0,0,0,0,0,4.75,0,0,0,0,0
284173,8,6,IN,0,0,0,0,0,4.75,0,3,9,9,0
284434,8,8,PK,0,1,0,0,9.7,4.75,0,1,1,0,0
286893,8,17,DZ,0,0,0,0,0,4.75,0,0,0,0,0
288362,8,27,BR,0,0,0,0,0,4.75,0,0,0,0,0
288958,9,1,US,0,0,0,0,0,4.75,0,0,0,0,0
290935,9,16,PL,0,0,0,0,0,4.75,0,0,0,0,0
291453,9,20,US,0,0,0,0,0,4.75,0,0,0,0,0
259690,1,8,IN,0,0,0,0,0,4.75,0,0,0,0,0
260129,1,12,IN,0,0,0,0,0,4.75,0,0,0,0,0
260619,1,16,PK,0,1,1,0,36.8,4.75,0,9,9,9,0
260809,1,17,IE,0,1,1,1,52.6,4.75,0,16,19,14,1
260941,1,19,AE,0,0,0,0,0,4.75,0,0,0,0,0
293497,10,6,IN,0,1,1,1,97.5,4.75,0,16,19,19,1
262166,1,31,CO,0,0,0,0,0,4.75,0,0,0,0,0
294693,10,14,NG,0,0,0,0,0,4.75,0,0,0,0,0
262861,2,6,US,0,1,1,1,298.9,5,1,28,37,35,1
295458,10,20,IN,0,0,0,0,0,4.75,0,0,0,0,0
263241,2,10,IE,0,0,0,0,0,4.75,0,0,0,0,0
270157,4,9,PT,0,0,0,0,0,4.75,0,0,0,0,0
270494,4,11,PK,0,0,0,0,0,4.75,0,0,0,0,0
272603,5,2,FR,0,0,0,0,0,4.75,0,0,0,0,0
273237,5,8,DE,0,0,0,0,0,4.75,0,0,0,0,0
273256,5,9,CA,0,1,0,0,0.5,4.75,0,0,0,0,0
273576,5,11,TG,0,0,0,0,0,4.75,0,0,0,0,0
274421,5,19,BG,0,0,0,0,0,4.75,0,0,0,0,0
278424,6,19,IN,0,0,0,0,0,4.75,0,0,0,0,0
280437,7,5,IT,0,0,0,0,0,4.75,0,0,0,0,0
280385,7,5,GH,0,0,0,0,0,4.75,0,0,0,0,0
281940,7,18,KE,0,0,0,0,0,4.75,0,0,0,0,0
282781,7,27,KE,0,0,0,0,0,4.75,0,0,0,0,0
283419,8,1,IN,0,0,0,0,0,4.75,0,0,0,0,0
283633,8,2,IN,0,0,0,0,0,4.75,0,0,0,0,0
285033,8,12,US,0,0,0,0,0,4.75,0,0,0,0,0
285086,8,12,GB,0,0,0,0,0,4.75,0,0,0,0,0
286595,8,16,IN,0,0,0,0,0,4.75,0,3,3,1,0
286816,8,17,EG,0,0,0,0,0,4.75,0,0,0,0,0
287143,8,18,US,0,1,1,1,2522.7,4.8,5,117,197,177,1
288082,8,25,US,0,0,0,0,0,4.75,0,0,0,0,0
288464,8,28,ES,0,0,0,0,0,4.75,0,0,0,0,0
290207,9,11,MY,0,0,0,0,0,4.75,0,0,0,0,0
259258,1,4,US,0,1,1,1,1221.1,4.75,0,99,171,158,1
260386,1,14,EG,0,0,0,0,0,4.75,0,0,0,0,0
292178,9,27,AU,0,0,0,0,0,4.75,0,0,0,0,0
292449,9,28,DE,0,0,0,0,0,4.75,0,0,0,0,0
260994,1,19,IN,0,0,0,0,0,4.75,0,0,0,0,0
293077,10,3,DK,0,0,0,0,0,4.75,0,0,0,0,0
261273,1,22,MA,0,0,0,0,0,4.75,0,0,0,0,0
293528,10,6,PH,0,0,0,0,0,4.75,0,4,7,5,0
261415,1,24,NG,0,0,0,0,0,4.75,0,0,0,0,0
261491,1,24,US,0,1,1,1,1672.5,5,4,125,205,205,1
261846,1,28,IN,0,0,0,0,0,4.75,0,0,0,0,0
261966,1,29,IN,0,0,0,0,0,4.75,0,0,0,0,0
295290,10,19,MA,0,0,0,0,0,4.75,0,0,0,0,0
265081,2,26,IN,0,0,0,0,0,4.75,0,0,0,0,0
266212,3,7,IL,0,0,0,0,0,4.75,0,0,0,0,0
266126,3,7,PK,0,1,0,0,6.9,4.75,0,0,0,0,0
267738,3,17,SD,0,0,0,0,0,4.75,0,7,10,8,0
268008,3,19,EG,0,0,0,0,0,4.75,0,0,0,0,0
271080,4,17,FR,0,0,0,0,0,4.75,0,0,0,0,0
271222,4,18,US,0,0,0,0,0,4.75,0,0,0,0,0
271757,4,24,EG,0,0,0,0,0,4.75,0,0,0,0,0
272969,5,6,CA,0,0,0,0,0,4.75,0,0,0,0,0
274462,5,19,IN,0,0,0,0,0,4.75,0,0,0,0,0
274640,5,21,EG,0,0,0,0,0,4.75,0,0,0,0,0
274926,5,24,IN,0,0,0,0,0,4.75,0,0,0,0,0
275345,5,29,BG,0,0,0,0,0,4.75,0,0,0,0,0
275654,6,1,IN,0,0,0,0,0,4.75,0,0,0,0,0
276312,6,3,PK,0,0,0,0,0,4.75,0,0,0,0,0
276378,6,3,US,0,0,0,0,0,4.75,0,3,5,3,0
277209,6,9,IN,0,0,0,0,0,4.75,0,0,0,0,0
277329,6,10,IN,0,0,0,0,0,4.75,0,0,0,0,0
277500,6,12,US,0,0,0,0,0,4.75,0,0,0,0,0
278154,6,17,IN,0,0,0,0,0,4.75,0,0,0,0,0
278167,6,17,DE,0,0,0,0,0,4.75,0,0,0,0,0
278466,6,19,EG,0,1,0,0,1.8,4.75,0,0,0,0,0
279697,6,29,FR,0,0,0,0,0,4.75,0,0,0,0,0
279752,6,29,PK,0,0,0,0,0,4.75,0,10,18,17,0
280097,7,2,US,0,0,0,0,0,4.75,0,0,0,0,0
281939,7,18,CA,0,0,0,0,0,4.75,0,0,0,0,0
282334,7,22,PK,0,0,0,0,0,4.75,0,0,0,0,0
282387,7,23,IN,0,0,0,0,0,4.75,0,0,0,0,0
285353,8,14,IN,0,0,0,0,0,4.75,0,0,0,0,0
286433,8,16,NL,0,0,0,0,0,4.75,0,1,2,2,0
288219,8,26,EG,0,0,0,0,0,4.75,0,0,0,0,0
288655,8,30,MY,0,0,0,0,0,4.75,0,0,0,0,0
289888,9,8,IN,0,0,0,0,0,4.75,0,0,0,0,0
260186,1,12,IN,0,0,0,0,0,4.75,0,0,0,0,0
292153,9,26,IN,0,0,0,0,0,4.75,0,0,0,0,0
261062,1,20,PT,0,0,0,0,0,4.75,0,0,0,0,0
261975,1,29,TJ,0,0,0,0,0,4.75,0,0,0,0,0
262160,1,31,CI,0,0,0,0,0,4.75,0,0,0,0,0
263018,2,8,MY,0,0,0,0,0,4.75,0,0,0,0,0
263281,2,10,IN,0,0,0,0,0,4.75,0,0,0,0,0
263713,2,15,NP,0,0,0,0,0,4.75,0,0,0,0,0
264869,2,24,IN,0,0,0,0,0,4.75,0,0,0,0,0
267195,3,14,SE,0,1,1,1,257.2,5,1,14,24,24,1
267700,3,17,AU,0,0,0,0,0,4.75,0,0,0,0,0
267868,3,18,US,0,0,0,0,0,4.75,0,0,0,0,0
268578,3,25,LB,0,0,0,0,0,4.75,0,0,0,0,0
269521,4,3,DZ,0,0,0,0,0,4.75,0,0,0,0,0
270898,4,15,MA,0,1,0,0,0.1,4.75,0,2,6,5,1
272696,5,3,NL,0,1,1,1,189.4,4.75,0,19,32,32,1
272831,5,4,EG,0,0,0,0,0,4.75,0,0,0,0,0
275249,5,28,NG,0,0,0,0,0,4.75,0,0,0,0,0
275722,6,1,MA,0,0,0,0,0,4.75,0,0,0,0,0
277342,6,10,HK,0,0,0,0,0,4.75,0,0,0,0,0
279096,6,24,IN,0,0,0,0,0,4.75,0,0,0,0,0
279659,6,29,EG,0,0,0,0,0,4.75,0,0,0,0,0
279891,7,1,VN,0,0,0,0,0,4.75,0,0,0,0,0
280054,7,2,IN,0,0,0,0,0,4.75,0,0,0,0,0
281449,7,14,IN,0,0,0,0,0,4.75,0,0,0,0,0
282472,7,24,RO,0,1,1,0,28,4.75,0,7,10,10,0
283781,8,3,US,0,0,0,0,0,4.75,0,0,0,0,0
284071,8,5,US,0,0,0,0,0,4.75,0,0,0,0,0
284846,8,11,IN,0,0,0,0,0,4.75,0,0,0,0,0
285873,8,15,AR,0,0,0,0,0,4.75,0,0,0,0,0
287554,8,22,DE,0,0,0,0,0,4.75,0,0,0,0,0
290704,9,14,CA,0,1,1,1,75.9,4.75,0,19,27,21,0
291589,9,21,BR,0,1,0,0,0.1,4.75,0,0,0,0,1
291577,9,21,DE,0,1,1,1,298.9,4,1,29,43,41,1
260061,1,11,US,0,0,0,0,0,4.75,0,0,0,0,0
292422,9,28,IN,0,0,0,0,0,4.75,0,0,0,0,0
292762,9,30,MX,0,0,0,0,0,4.75,0,0,0,0,0
292863,10,1,ZA,0,0,0,0,0,4.75,0,0,0,0,0
293269,10,4,CA,0,1,0,1,41,4.75,0,0,0,0,0
293942,10,9,DZ,0,0,0,0,0,4.75,0,0,0,0,0
294981,10,16,GB,0,0,0,0,0,4.75,0,0,0,0,0
262971,2,7,US,0,0,0,0,0,4.75,0,2,2,2,0
263925,2,17,IN,0,0,0,0,0,4.75,0,0,0,0,0
267076,3,13,IN,0,0,0,0,0,4.75,0,0,0,0,0
268365,3,23,EG,0,1,0,0,2.9,4.75,0,2,2,2,0
268955,3,30,AR,0,0,0,0,0,4.75,0,7,10,10,0
269286,4,1,US,0,0,0,0,0,4.75,0,0,0,0,0
270405,4,11,IN,0,0,0,0,0,4.75,0,0,0,0,0
272210,4,28,VN,0,0,0,0,0,4.75,0,2,2,2,0
273235,5,8,CA,0,1,0,0,1.9,4.75,0,14,24,21,1
273756,5,13,EG,0,0,0,0,0,4.75,0,0,0,0,0
274781,5,23,CR,0,1,1,1,3074.4,4.75,0,79,127,93,1
274967,5,25,EG,0,0,0,0,0,4.75,0,0,0,0,0
275484,5,31,CR,0,0,0,0,0,4.75,0,0,0,0,0
278316,6,18,CA,0,0,0,0,0,4.75,0,0,0,0,0
280248,7,4,KE,0,0,0,0,0,4.75,0,7,10,10,0
281400,7,13,PH,0,0,0,0,0,4.75,0,0,0,0,0
281488,7,14,IN,0,0,0,0,0,4.75,0,0,0,0,0
283112,7,30,MA,0,0,0,0,0,4.75,0,0,0,0,0
283847,8,4,EG,0,0,0,0,0,4.75,0,0,0,0,0
284661,8,10,IN,0,0,0,0,0,4.75,0,0,0,0,0
284985,8,11,IN,0,0,0,0,0,4.75,0,0,0,0,0
285713,8,15,TN,0,0,0,0,0,4.75,0,0,0,0,0
286669,8,16,ZW,0,0,0,0,0,4.75,0,0,0,0,0
288069,8,25,DZ,0,0,0,0,0,4.75,0,0,0,0,0
289672,9,6,US,0,0,0,0,0,4.75,0,0,0,0,0
290605,9,13,ES,0,0,0,0,0,4.75,0,0,0,0,0
259229,1,4,IN,0,1,1,0,0.8,4.75,0,0,0,0,0
291401,9,20,AE,0,1,1,1,648.7,2.5,2,14,24,22,1
261888,1,28,BT,0,0,0,0,0,4.75,0,0,0,0,0
262142,1,31,NG,0,0,0,0,0,4.75,0,0,0,0,0
262122,1,31,IN,0,0,0,0,0,4.75,0,0,0,0,0
262278,2,1,AR,0,0,0,0,0,4.75,0,1,2,2,0
295140,10,18,FR,0,0,0,0,0,4.75,0,0,0,0,0
263091,2,8,IN,0,0,0,0,0,4.75,0,0,0,0,0
263016,2,8,IN,0,0,0,0,0,4.75,0,2,2,2,0
263701,2,15,AE,0,0,0,0,0,4.75,0,0,0,0,0
264472,2,21,GB,1,1,1,1,288.9,4.75,0,45,66,55,1
264726,2,23,IT,0,0,0,0,0,4.75,0,0,0,0,0
267156,3,13,FR,0,0,0,0,0,4.75,0,0,0,0,0
267336,3,15,IN,0,0,0,0,0,4.75,0,0,0,0,0
267668,3,17,IN,0,0,0,0,0,4.75,0,0,0,0,0
268582,3,25,NG,0,0,0,0,0,4.75,0,0,0,0,0
268995,3,30,DE,0,0,0,0,0,4.75,0,0,0,0,0
269292,4,1,DE,0,0,0,0,0,4.75,0,0,0,0,0
270222,4,9,NG,0,0,0,0,0,4.75,0,0,0,0,0
271041,4,17,PK,0,0,0,0,0,4.75,0,0,0,0,0
272618,5,2,US,0,0,0,0,0,4.75,0,0,0,0,0
272564,5,2,BR,0,0,0,0,0,4.75,0,0,0,0,0
275230,5,27,NG,0,0,0,0,0,4.75,0,0,0,0,0
275786,6,1,IN,0,1,1,0,123.8,4.75,0,1,4,4,1
279087,6,24,PH,0,0,0,0,0,4.75,0,0,0,0,0
280641,7,7,IN,0,0,0,0,0,4.75,0,0,0,0,0
282433,7,23,DZ,0,1,1,1,88.9,4.75,0,12,20,19,0
282772,7,27,TR,0,0,0,0,0,4.75,0,0,0,0,0
284045,8,5,AU,0,0,0,0,0,4.75,0,0,0,0,0
285675,8,15,EG,0,0,0,0,0,4.75,0,0,0,0,0
285584,8,15,IN,0,0,0,0,0,4.75,0,3,3,2,0
286967,8,17,PK,0,0,0,0,0,4.75,0,0,0,0,0
